"","datasongsmetadata.artist_name","datasongsmetadata$song_id","datasongsmetadata$title","datasongsanalysis$track_id"
"8593","The Avengers","SOZOVFN12A8C13DEDD","Leskiäidin tyttäret","TRBAVGE128F429A827"
"8594","Spunk","SONVZQU12AC95F03F5","Marbles","TRBAVCU12903CFDEFD"
"8595","Kathy Troccoli","SOKPBZM12AB0182F28","Turn Your Eyes Upon Jesus","TRBAVNM128F9307245"
"8596","Ann Hampton Callaway","SOHUMHC12A81C2318E","For All We Know","TRBAVNX128F930C861"
"8597","Gaither Vocal Band","SOEYHXW12A8C13C677","Knowing You'll Be There","TRBAVLT128F428F147"
"8598","Mariachi Silvestre Vargas","SOOWRBQ12AB0189096","Cielito lindo","TRBAVQR12903CBFAE2"
"8599","Bill Engvall","SOATRRA12AC468DDE7","Game Night (Album Version)","TRBAVTS12903CE75E6"
"8600","Gösta Ekman / Tage Danielsson","SOTOGJK12AB0182831","Har vi råd att i dagens läge ha kvar våra vänner i socialgrupp 3?","TRBAVBD128F9347725"
"8601","Bad Company","SOQURNS12AB018E7E4","Rock Steady","TRBAVMF12903CEA4FB"
"8602","Hoods","SOSINEG12A58A7D528","Heartless","TRBBCBT12903CB0497"
"8603","Streetwize","SOVTIJE12AB017F8D9","U Don't Have To Call","TRBBCJH128F930C970"
"8604","Bingo Players","SOIPZVD12AB0186501","Get Up (Diplo Mix)","TRBBCPJ12903CC529A"
"8605","The Shirelles","SOEYALK12A8C143123","Foolish Little Girl","TRBBCOM128F92F1208"
"8606","The Winans","SOVGYIW12AB018186F","Breaking Of Day (Album Version)","TRBBCFY128F9301C63"
"8607","Kathy Mattea","SOPMXHY12A6D4F7DBC","Isle Of Inishmore - Part 1 (Air)","TRBBCZA128F146587F"
"8608","Jack Johnson","SONJNMA12A6701DFDE","Inaudible Melodies","TRBBCUA128E078FA50"
"8609","Catupecu Machu","SOOTJIQ12A8C1368B9","A Veces Vuelvo","TRBBCVJ128F425BE2C"
"8610","Leon Lai","SOOYMFA12AB017E3C1","Yi Ba Xiang Shui Yin","TRBBCCM128F932D71A"
"8611","Dee Clark","SOCLHLD12A6701E65B","Leroy Bown","TRBBCXH128E0790ACB"
"8612","Chico Hamilton Quintet","SOLFCRY12A8C13F38F","Skinned Strings","TRBBJPY128F92F31E0"
"8613","Jackie Wilson","SOUKHSU12AB0185CB0","It's So Fine","TRBBJKY128F931FB24"
"8614","Jane's Addiction","SOWCTVQ12A8C134C64","True Nature","TRBBJAJ128F425DA40"
"8615","Mark Lowry","SOKEHTJ12A8C13DFB0","Blessed Assurance (I Love To Tell The Story Album Version)","TRBBJJI128F4299711"
"8616","Every Time I Die","SOAUQNX12AB017B7CF","Your Touch Versus Death","TRBBJBO128F92EB2C5"
"8617","Klimperei","SOXVIYL12A8C144517","Danser seule 2","TRBBJUQ128F92D5776"
"8618","Save As","SOTGKDD12AC9072C18","House Music","TRBBJTX12903CFC111"
"8619","Vodka Collins","SODIJTB12A8C138FB2","Foreign Prince Of Tokyo","TRBBJFM128F427ADEC"
"8620","King Tee","SOPRTNI12AC4688294","King Tee Production","TRBBJFO12903D074EE"
"8621","Edmundo Ros","SOAWNUW12AC46877F8","The Bull Frog","TRBBJST12903CEC7DC"
"8622","Solistiyhtye Suomi","SOXXNBB12A8C13C633","Rumpu lyö","TRBBJLK128F427FCDE"
"8623","William Orbit","SOWNKOB12A6310E331","Deus Ex Machina","TRBBJVD128E07826F3"
"8624","The Killers","SORGIYZ12AAF3B3528","A White Demon Love Song (Soundtrack Album Version)","TRBBJVE128F9303F10"
"8625","Berrogüetto","SOCPUJD12AC468AD40","Lusco","TRBBJFZ12903D114AF"
"8626","Tony Joe White","SOPUCKL12A6D4FB5A6","The Coloness Of The Chain","TRBBILK128F14A2FD6"
"8627","Marilyn Horne","SOPZACG12A6D4F9271","Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]","TRBBIYX128F1497FF2"
"8628","Marisela","SOTNLYM12AB0181695","La Otra","TRBBIPG128F92FA94D"
"8629","Hysterie","SOQMALF12AAF3B4144","Be my Lover","TRBBIHP128F92E40CA"
"8630","The Doors","SOJTAWE12A6D4F8EAC","The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version)","TRBBIGE128F1491C45"
"8631","Phantom Planet","SOWLJJD12AF729D3F5","Here I Am","TRBBICL128F42ADFD3"
"8632","Set Your Goals","SOKPTHW12AB018AB51","This Very Moment","TRBBILZ12903CB422C"
"8633","Eiffel 65","SODDBHT12AB0186B6E","Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix]","TRBBIJM12903C9AB35"
"8634","Jaco & Mixxmaster","SOLXIWW12AC468805A","Feeling","TRBBISD12903CF8B3E"
"8635","Jimmy McCracklin","SOERGHR12AAF3B2A52","Gotta Cut Out","TRBBIYI128F92E13CC"
"8636","Soulwax","SOHKLFL12A6D4FA150","Kill Your Darlings","TRBBIBE128F4226E29"
"8637","Richie Ray & Bobby Cruz","SOISBPM12A8C132C8E","Bomba Camara","TRBBHWG128F4249F32"
"8638","Los Auténticos Decadentes","SOMYFOE12AB0183244","El Chorro","TRBBHQO128F9341FC8"
"8639","FFH","SOTZUHM12A58A7E054","Here I Am","TRBBHLO128F9302EA4"
"8640","John Mellencamp","SOTPQTD12A58A7E19B","Down And Out In Paradise","TRBBHPQ128F145A7F8"
"8641","Hadag Nahash","SOTBZNC12A8C13FC85","Chalifot (Suits) (Live) (ft. Lioara Itzchak)","TRBBHQJ128F92CC610"
"8642","New Direction","SOTGNAJ12A58A7F3FE","Who Do You Roll With?  (LP Version)","TRBBHZV128F429A392"
"8643","Bob Willis","SOTJMAA12AB01862F2","Sugar Blues","TRBBHUR128F92FDBE2"
"8644","Paris_ Texas","SOWFMJA12AB01837B6","Hip Replacement","TRBBHFE12903CA5EEB"
"8645","Gene Pitney","SOVPVKY12A6D4F6F86","Every Breath I Take","TRBBHHP128EF365DA0"
"8646","Dynamite Deluxe","SOCQGCO12A8C13D2E4","Zornig!","TRBBHUW128F429476F"
"8647","Alex Ubago","SOAEHZK12AB0182ADF","20 horas de nada","TRBBXLI128F931BC58"
"8648","Cassius Clay","SOGRCIP12A8C1347C0","Round 7:  2138","TRBBXXC128F427044F"
"8649","Eric Burdon","SOBMGUW12A8AE4726A","Cum","TRBBXMC128F422C330"
"8650","Jacky Cheung","SOOTLIP12A6D4F95BC","Zhui Zhong","TRBBXWG128F148B444"
"8651","James Horner","SOJMRUS12A8C13693A","Rescue And Breakout","TRBBXTY128F427EA62"
"8652","Månegarm","SODEAZT12A8C135EA2","Ur Själslig Död","TRBBXML128F4256DFF"
"8653","Mannheim Steamroller","SODVVZT12CF58273DB","The Christmas Song","TRBBXGU12903CCC870"
"8654","April Wine","SOPKWZP12A6D4F7DAF","Babes In Arms","TRBBXEG128F424EC2C"
"8655","Lacy J. Dalton","SOCHJTF12AB01829CE","Silver Bells","TRBBXWQ128F93418EB"
"8656","Jean Corti","SOJWBVN12AB01868AA","Madeleine (feat. Thomas Fersen)","TRBBXPL128F9321D39"
"8657","Mariah Carey","SOYTUNS12A8C134C16","Honey","TRBBXSE128F42798F6"
"8658","Arctique","SOQFKZW12AB0181847","Kyana","TRBBXLS128F9323D9B"
"8659","Dax Riggs","SOXVFFI12AF72A1065","Didn't Know Yet What I'd Know When I Was Bleedin'","TRBBOKQ128F933AE7C"
"8660","The Ronettes","SOSAQJU12AC90755D2","Born To Be Together","TRBBOPV12903CFB50F"
"8661","My Little Airport","SOFFUHF12AC4689476","Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?","TRBBOPX12903D106F7"
"8662","Josélito","SOYWNEA12AB018826D","Soleil rouge","TRBBOTI12903CD9CBB"
"8663","DeGarmo & Key","SOGMSIS12A58A7C45D","Jericho  (Straight On Album Version)","TRBBOBO128F425FDFC"
"8664","Rick Astley","SOFFOFH12A8AE45129","Hopelessly","TRBBOUN128F425A4E6"
"8665","Robben Ford","SOCKRKE12AB018DD02","Talk To Your Daughter (Album Version)","TRBBOBQ12903CC5186"
"8666","The James Taylor Quartet","SOTGNGT12A8C142826","Creation","TRBBOUO128F92D246B"
"8667","Porno For Pyros","SOLKCWP12AB01890A4","100 Ways ( LP Version )","TRBBOME12903CC3862"
"8668","Curtis Mayfield","SOSTESB12A6D4F9A66","You Better Stop","TRBBOFH128F14A2A46"
"8669","Oscar Peterson Trio","SOZVMQJ12AB018D482","I Got Rhythm","TRBBOJM12903CD1BDD"
"8670","Tam Tam Go!","SOKJUPL12A6D4F8383","Atrapados En La Red","TRBBMAL128F146B288"
"8671","Amorphis","SONUOCM12A8C141FF0","The Lost Name of God","TRBBMXI128F428CCD1"
"8672","Alfredo Kraus","SOQKTJJ12AB0181488","Los De Aragón: ""Los De Aragón","TRBBMIR128F933DF44"
"8673","Maroon 5","SOCSLKG12A6D4F5954","Through With You","TRBBMQN128EF35F995"
"8674","Mike And The Mechanics","SOSAOWI12A6D4F7119","Seeing Is Believing","TRBBMPH128F1469775"
"8675","David Zinman","SOXGMCO12A8C139D60","Des Helden Widersacher","TRBBMAM128F4290E48"
"8676","Salt-N-Pepa","SOWPAXV12A67ADA046","Push It","TRBBMHE128EF341D09"
"8677","Michael Whalen","SOOSHTY12AAF3B3082","A World In Fast Forward","TRBBMVE128F92DA833"
"8678","Zeromancer","SORGUQZ12AB0184B31","V","TRBBMDA12903CB688E"
"8679","The Flesh","SOGWIQS12A8C1339B1","Sweet Defeat","TRBBMTZ128F4260C61"
"8680","Captain Beefheart & The Magic Band","SOLEPCJ12A6D4F7404","On Tomorrow","TRBBMLR128F1466822"
"8681","The Tarriers","SOYFDOO12A8C133DA2","Red Apple Juice (LP Version)","TRBBMQO128F425559F"
"8682","Thomas Dolby","SOSLVUL12AB017F892","Marseille (Live On Tour_ 1984)","TRBBMXP128F9325219"
"8683","Atomic Rooster","SOFUUNS12AB018A286","Little Bit of Inner Air","TRBBMIF12903CA1EB0"
"8684","Bülent Ceylan","SOVSPXE12AB0185D78","Bülent & Mompfreed: Mompfreedonium","TRBBMYD12903CC2638"
"8685","The Four Pennies","SOSGKSM12A6D4F5626","Sweeter Than You","TRBBMTJ128F1477785"
"8686","Edmond Leung","SOFXGUN12A8C13B449","Yi Xiao Shi Chong Yin","TRBBRME128F4276C73"
"8687","Steve Erquiaga","SOALDFI12A8C13A3A8","The 23rd Psalm","TRBBRVT128F428EA7A"
"8688","Junior Reid","SOJODCY12A58A7CE98","No Loafting","TRBBRRS128F4256EEF"
"8689","New York Dolls","SOCJPAI12AB0185DB1","Trash (live Paris)","TRBBRQE12903C9E587"
"8690","Carmen Y Laura","SOWPJKA12A58A7D131","Paloma Consentida","TRBBRIQ128F9353B5C"
"8691","Hoodfellas","SOXNASC12AB01874DF","If you Seek Amy","TRBBREF128F933CCDD"
"8692","The Shirrows","SOGHKOU12AB018C776","Leave Me Be","TRBBRXA12903CAB6C0"
"8693","Jacques Dutronc","SOBLUYN12A8AE48167","L'Aventurier","TRBBRJN128F425C040"
"8694","Mighty Joe Young","SOAEBUV12A8C1335DB","Wishy Washy Woman","TRBBRYI128F42370F5"
"8695","Jackie Edwards","SOIXICA12A58A7A9A5","Ali Baba","TRBBRFQ12903CE2997"
"8696","Screamin' Jay Hawkins","SOVVAVA12AF72A9926","Talk About Me","TRBBRTY128F4260973"
"8697","Charlie Khan","SOZDKSD12AB018A0AC","Cheshire Grin","TRBBRXN12903CBAE27"
"8698","Professor Longhair","SOBPMLZ12AB01819E3","Hey Little Girl (1949)","TRBBYWM128F9324A8B"
"8699","Phil Collins","SOBPTED12A6D4F99C7","You Can't Hurry Love (Live)","TRBBYDT128F14805B4"
"8700","The Baltimore Consort","SOWCJPI12AAF3B229C","Howells Delight","TRBBYKP128F92D60F0"
"8701","Nestor Torres","SOLDLRC12AC907269F","This Side Of Paradise","TRBBYGX12903CEF0BC"
"8702","Black Flag","SOOFHUH12A8C1340A5","Out Of This World","TRBBYOI128F4256732"
"8703","Jim Reeves","SOWVTAJ12A8C13C6D5","Jingle Bells","TRBBYFJ128F42A22D4"
"8704","Henri Rene And His Orchestra","SOTSKKZ12A6D4F71C4","Petite Fleur (Instrumental) (1996 Digital Remaster)","TRBBYQM128F1468524"
"8705","Disco D feat. Lola Damone & Helluva","SOPYMLY12AC3DF67AE","Keys To The Whip (Straight Pimpin' Mix)","TRBBYST12903CE82DB"
"8706","Lyrics Born","SOYJHEW12A8C133A40","I Changed My Mind (DJ Spinna Remix)","TRBBYYL128F4236EBC"
"8707","John Sebastian","SONPLJV12AB0182571","One Step Forward_ Two Steps Back","TRBBAQJ128F92F1336"
"8708","U2","SOIKNYT12A8C134A20","40","TRBBANR128F4277C5B"
"8709","Willie Barcena","SODGNNL12A8C13D3E3","Love & Romance","TRBBAAD128F42B0C9D"
"8710","Yuppie Pricks","SOSDKWG12AB0189E31","Prosperity In The U.S.A.","TRBBACZ128F9339B90"
"8711","X-ecutioners featuring M.O.P.","SOVLJVC12AB01809F8","Let It Bang","TRBBARP128F9306CBE"
"8712","Bloomfield","SOFQOAR12AC4688316","Boulevard St. Germain","TRBBADO12903CEE832"
"8713","Hevia","SOLZCZD12A8C13833B","Baños De Budapest (Extended Remix)","TRBBASV128F427680E"
"8714","Ayo","SONTKHG12A81C22D4C","Only You","TRBBANU128F422B87B"
"8715","Hacken Lee","SOCYZXX12AB0183835","Hun Qian De Nu Ren","TRBBADQ128F933698F"
"8716","Tones On Tail","SOQSVRE12A8C13A31C","Burning Skies","TRBBAHD128F428E0FE"
"8717","The Jordanaires","SOXUVQH12AAF3B388C","Your Love Takes Good Care Of Me","TRBBAKQ128F92F0A8E"
"8718","Dictafone","SOCKTEZ12A8C14553D","Shrinking","TRBBALB12903CAC0B5"
"8719","The Ataris","SOLQVLD12A58A7610B","Secret Handshakes","TRBBAKH128F92FA339"
"8720","ARRESTED DEVELOPMENT","SORIWKL12AC4689A11","Greener","TRBBAIC12903D11771"
"8721","DJ Rashad","SOFXRWD12AB018B56B","Flame It Up","TRBBAAZ12903CAEA6D"
"8722","Slackbaba","SOCWFVT12AB01890F8","Sea of Green","TRBBBKS12903CDFCF4"
"8723","Maximilian Hecker","SOFWWIA12AB01884A1","Sleepy Lad","TRBBBEA128F93391BA"
"8724","FU-Schnickens","SONFOEG12A8C13B8B8","True Fuschnick","TRBBBMT128F42A0A4E"
"8725","Kitty Kallen","SOQPFGN12A8C13C1B3","Mother_ Mother_ Mother_ Pin A Rose On Me","TRBBBVC128F429AB66"
"8726","Frost","SOTZIPQ12AB01803AA","My Plastic Heart (Plastic Operator Remix)","TRBBBFO128F931535D"
"8727","The Mars Volta","SOFDYGC12A6D4F9059","Inertiatic Esp","TRBBBUG128F148D65B"
"8728","Sunscreem","SOICLQB12A8C13637C","Exodus","TRBBBLA128F424E963"
"8729","Agnostic Front","SOPWWAV12A8C13A825","Sickness","TRBBBOA128F42624DA"
"8730","Moraes Moreira","SOQTOZK12A6D4F95AD","Felicidade","TRBBNGV128F147EAFC"
"8731","4 Skins","SOFAJOM12A8C141EE4","New War","TRBBNKD128F92F251E"
"8732","Bonita","SOLYAED12AB01885EC","Dead End Sign","TRBBNDS12903CBF924"
"8733","Billy Pilgrim","SOWGFDH12AB017B2F5","Caroline (LP Version)","TRBBNRP128F92EDD9D"
"8734","Bryan White","SOKDPUY12AB0184594","God Gave Me You (Single/LP Version)","TRBBNML12903CBD2B3"
"8735","20/20","SOICYHD12AB018A5B8","I Never Did No Hitler","TRBBNIV12903CD4755"
"8736","Orbital","SOTEDAD12A8AE4735F","Forever","TRBBNHZ128F423E599"
"8737","John Holt","SOWYWXM12AB018C9E9","Only Just Begun","TRBBNPX12903CA5375"
"8738","Mungo Jerry","SOGWIQR12A8C144C22","It's A Secret","TRBBNTP128F92D934C"
"8739","Kris Gruen","SOUWZWV12AB0181ACF","Prayer Walk","TRBBNCR128F930B340"
"8740","Rockit","SOCCBOH12A8C13E947","Some Kind of Record","TRBBNCE128F4295D5E"
"8741","Betika_ Daouda","SOBBWJS12AB0182522","C'est pas ma faute","TRBBNNS128F931C83D"
"8742","Dream Warriors","SOAEGFO12A6D4F87AA","Sound Clash (featuring Beenie Man) - FattaSly Extended Mix","TRBBSBF128F14687A4"
"8743","Mau Mau","SOLWGCZ12A6D4FA8F3","Finisterre (Live)","TRBBSKC128F1496C4E"
"8744","Don Gibson","SOPFIWM12AB0186A0D","(Prayer Is The Key To Heaven) Faith Unlocks The Door","TRBBSFL128F931798C"
"8745","Dakis","SOVBBUZ12A8C137B2D","Tsai Me Lemoni (2005 Digital Remaster)","TRBBSSU128F4265E16"
"8746","Lari White","SODKKPS12AB018397C","The One Who Lives Inside Your Heart","TRBBSZN128F930E4E7"
"8747","Fall Out Boy","SODWYJZ12AB018240F","America's Suitehearts","TRBBSGI128F9309855"
"8748","Steven Halpern","SOIWQSF12AC468C3CD","Natural Light (Subliminal Self-Help)","TRBBSXW12903CEB61D"
"8749","Christophe Beck","SOKEGNC12A6D4FB54C","Main Title","TRBBFLM128F14AD269"
"8750","Mike Vax","SOJWSCQ12A6D4FBAB9","Trumpet Blues And Cantabile","TRBBFMN128F421AF38"
"8751","Blind Willie Johnson","SOIQVDP12A8C13510A","You'll Need Somebody On Your Bond","TRBBFRR128F426CD17"
"8752","Capleton","SONOKWX12AB0185FDC","Raggy Road","TRBBFOT12903CBCB4F"
"8753","Primordial","SOIVFAV12AB0183D33","Autumn's Ablaze (Live)","TRBBFHG128F932B9D6"
"8754","La 5A Estacion","SOSJRCR12A58A7BEC0","Contigo Si","TRBBFFE128F9347D66"
"8755","Jude Cole","SOURKHT12A58A7F3E6","Tell The Truth (Album Version)","TRBBFBZ128F42493ED"
"8756","Solomon","SOFKMMF12AB018CE39","Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto","TRBBFTS12903CDC3D9"
"8757","María Elena Walsh","SOHWRNV12A58A78E24","La Calle Del Gato Que Pesca","TRBBFUA128F933AB95"
"8758","Bert Kaempfert","SOCUSAL12AB0182310","Sugar Bush","TRBBDLG128F9308703"
"8759","Line Renaud","SODZSJG12A6D4F87AF","Mambo Bacan","TRBBDDG128F14743AE"
"8760","Molesta Ewenement","SOPKVPX12A8C13868F","To My_ Niechciani","TRBBDSZ128F4273088"
"8761","Tommy James And The Shondells","SODKOLK12A6D4FB6B1","Gettin' Together","TRBBDXO128F14A4737"
"8762","Chico Cesar","SODVLYP12A6D4FCCA3","Feriado","TRBBDZF128F424BE45"
"8763","Hal Russell","SOZQCOR12A8151D3FC","For Free","TRBBDFG128F4229DE2"
"8764","Autumnblaze","SOZPUVL12AB0188069","Haughtiness And Puerile Dreams","TRBBDPA12903CCCA06"
"8765","Zagar feat. Underground Divas","SODJQBY12AC46885B5","Wings Of Love","TRBBDJI12903CF10AB"
"8766","City High","SOOGOQH12A8C1415D7","What Would You Do?","TRBBDAH128F92E625E"
"8767","Mau Mau","SORVMCT12A6D4FA8F7","Gamble Calypso","TRBBDIU128F1496C52"
"8768","Théophil","SOKRYXD12AC9075904","Anti fashion victime","TRBBDBV12903D00668"
"8769","Martina McBride","SONEGFT12A8C142567","Heart Trouble","TRBBEGG128F9314BAA"
"8770","Fran Perea","SOPAHBW12A6D4F7638","Entonces","TRBBEEP128F147F1BF"
"8771","Pery Ribeiro","SOQXARY12A8C13F68C","Piano E Viola","TRBBEAE128F429E371"
"8772","Busdriver","SOGWPDK12A81C2242F","Unemployed Black Astronaut","TRBBEYU128F4235623"
"8773","Unwritten Law","SOGPIOY12A58A7F7AD","Save Me (Rolling Stone Original Version)","TRBBEQY128F42373AF"
"8774","Reach 454","SOFQVFL12A6701F8DC","6 Yrs (Album Version )","TRBBEHB128E0784F71"
"8775","Pedro Luis e a Parede","SOGRTXS12AB017CCFC","Soul","TRBBECU128F931E67C"
"8776","Roy Brown","SOVASWH12A8C13E3CE","Good Rocking Tonight","TRBBEJC128F4281471"
"8777","Pierre Perret","SOJKSPB12A67AD93AE","Marcel","TRBBLTV12903CC3C00"
"8778","Maria Callas/Eugenio Fernandi/Elisabeth Schwarzkopf/Giuseppe Nessi/Nicola Zaccaria/Mario Borriello/Renato Ercolani/Piero de Palma/Giulio Mauri/Elisabetta Fusco/Pinuccia Perotti/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Tul","SOAQMCT12A8C1350DE","Turandot (2008 Digital Remaster)_ Act III - Scene I: Nessum dorma!","TRBBLXX128F92C3D8C"
"8779","Speech","SOCHJTF12AC4686775","A Talk With Dad","TRBBLUO12903CEDBD2"
"8780","Seal","SORLVXI12A8AE45E37","Prayer For The Dying (Live In Paris)","TRBBLCU128F423C5DA"
"8781","Scott Glasgow","SOCIALB12AB01811A2","Hunted","TRBBLDK128F93443C0"
"8782","Faron Young","SOJEECD12AB018BDA5","I'll Be Yours","TRBBLFA12903CDC496"
"8783","Moros Eros","SOELVHE12A8C135E02","Safety Net (Album Version)","TRBBLTE128F42558EF"
"8784","Djelimady Tounkara","SOHUHHZ12AAA15E72E","Sarankégni","TRBBLGX128F92D46B8"
"8785","Harry Gregson-Williams","SOBNTOJ12A8C133435","Whip Fight","TRBBLYZ128F4269606"
"8786","Vivian","SOJPQLG12A8C140660","Another Last Shot (Album Version)","TRBBLBI128F92EEF0F"
"8787","Jean Corti","SOSKXWY12A8C135248","C'Etait Bien","TRBBLUS128F4276631"
"8788","Abrar - Ul - Haq","SOESSPX12AB01807A0","Hello Hello","TRBBLAN128F93183E6"
"8789","Mary Black & General Humbert","SOLJMGD12A58A76C3A","Isle of St. Helena","TRBBLOQ128F930C9DE"
"8790","Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos","SORHGGM12AB01878D5","Eurydice! ombre chère!","TRBBLNS12903CE5265"
"8791","Kurt Tepperwein","SOGRSPK12A8A9D88E0","Subliminal ohne Naturgeraeusche","TRBBLNE128F4256D3F"
"8792","Jeff And Sheri Easter","SOFZGIT12A58A7CD2D","Loving By Heart","TRBBPXP128F148511C"
"8793","Jose Luis Perales","SORWORW12A6D4FBBE2","No Soy Uno Más","TRBBPPB128F14AB242"
"8794","Carlos Vives","SOURXDF12AB0180C6C","Cancion De Amor Eterno","TRBBPSX128F93332EE"
"8795","Bill & Gloria Gaither","SOMDWZC12A8C13A065","I'll Meet You By The River (Southern Convention Songs Version)","TRBBPYO128F426DF2A"
"8796","Angelo Badalamenti / Keira Knightley","SONWLUL12A8C13AEEE","Overture/Blue Tahitian Moon","TRBBPPQ128F426C3D5"
"8797","Joe Bataan","SOYTIWN12A6D4FBA37","Ernestine","TRBBPGL128F933E34C"
"8798","Joe Grushecky","SOISJLZ12AC3DF6DE7","Firewater","TRBBPGU12903CF7C25"
"8799","Dean Evenson","SOAWLLC12AB01893BC","Gateway","TRBBWKF128F934E709"
"8800","Brent Lamb","SOWJQRH12AB0186761","One About Heaven","TRBBWSE128F9313963"
"8801","Johnny Horton","SOGMTCP12A58A81E46","Go And Wash (Those Dirty Feet)","TRBBWCP128F935F6DB"
"8802","U2","SOIFMVY12A8AE467B1","October","TRBBWDJ128F42595D5"
"8803","Vincent Bruley","SOPNUVB12A8C13627D","Souffle 2","TRBBWKS128F424E84A"
"8804","Eddie","SOVVGSH12A8C14085F","Pode Me Chamar","TRBBWIP128F4287400"
"8805","ZO2","SOGVDLQ12A58A7E3C5","Comin' Home","TRBBWNS128F426F760"
"8806","Monika_ Wolfgang","SOVNLPD12AB018F3F9","Mutter Erde","TRBBZCM12903CDDDA5"
"8807","Vincent Bruley","SOFRVYQ12A8C137BAC","Ombre Et Lumière","TRBBZSO128F4257B30"
"8808","North Mississippi Allstars","SOZDQHO12AB018512F","2StepN","TRBBZFO128F932CD27"
"8809","Death Cab for Cutie","SONNYOP12A8AE45715","You Can Do Better Than Me (Album Version)","TRBBZOG128F422B02B"
"8810","Neil Diamond","SOCVTCQ12AB01848FC","Song Sung Blue","TRBBZQM128F931A529"
"8811","The Meatmen","SOUZOPT12A58A79B94","Bad Reputation (Originally Performed by Thin Lizzy)","TRBBZTM12903CB84F3"
"8812","Time Factory","SOKKZIB12A8C13F5DB","Seize the day","TRBBZJP128F4287992"
"8813","John Digweed","SOUEDBC12AC90972E5","Warung Beach","TRBBZJW12903CF71A6"
"8814","Gary Morris","SOGQIEK12AB0186792","That Girl","TRBBZXJ12903CD3E8D"
"8815","Four Tet","SOCDXPZ12AB01844FD","I've got Vilking in Me","TRBBZWC128F93172DA"
"8816","High Strung_ The","SOUKRZV12AB0182E90","Ain't That Something","TRBBZRF128F9321407"
"8817","Black Box","SOIDSSZ12A8C142A76","Ride On Time (Original Version)","TRBBZAE128F92FDC05"
"8818","Kinky","SOXSURB12AB0184FBC","Don't Speak","TRBBGMX128F932B156"
"8819","Stephan Micus","SORUYQB12A81357343","Virgen De La Nieve - 14-String Guitar Solo","TRBBGMD128F4229F92"
"8820","Dub Pistols feat. TK & Ashley Slater","SOYSKFE12A8C143AF3","Everyday Stranger","TRBBGUV128F92DFA21"
"8821","The Last Days Of Jesus","SOGZMUF12A67ADAE79","Death Song","TRBBGOG128EF33EDCA"
"8822","The Chieftains","SOVXQXN12A8C135FDC","No. 6 The Coombe","TRBBGFR128F427B5BD"
"8823","Martin Sexton","SOFGXQV12A8C13C842","My Maria (LP Version)","TRBBGDK128F427D450"
"8824","Darden Smith","SOVNCCQ12A8C136CB3","Frankie & Sue","TRBBGMS128F424C656"
"8825","Radiohead","SOKIZGL12AB018342D","You (Demo)","TRBBGQN128F9310CBE"
"8826","Richard Souther","SOZDLOG12A58A7D3BD","Cross Currents","TRBBGEG128F425CEDD"
"8827","Brenda Lee","SOGOBIT12AB01899DE","If I'M Dreaming just Let Me Dream","TRBBTDV128F934F6B1"
"8828","George Schuller","SOTVMJI12AB018638F","Distant Cousin","TRBBTJG12903CD5B47"
"8829","Miossec","SOWOWTL12A6D4F9EB9","Désolé Pour La Poussière","TRBBTLA128F4226907"
"8830","IMISKOUBRIA featuring Etsi De","SOHZYBG12A5829168F","Apoliome Re Giorgi (Feat. Etsi De)","TRBBTJH128F1476BC7"
"8831","Capone-N-Noreaga feat. Busta Rhymes and Ron Browz","SOACXUA12AB017C9A4","Rotate","TRBBTQB128F92FAB03"
"8832","Cornell Campbell","SOLFRCH12A67021C28","Got To Tell The People","TRBBTSI128E0790E7B"
"8833","Behemoth","SOKZCJC12AF72A8C79","Here And Beyond","TRBBTUD128F42A10A3"
"8834","Roy Rogers","SOTBDNQ12A67ADBF2A","The Hills Of Old Wyomin'","TRBBTFO128EF345397"
"8835","Faith Hill","SOQAUIF12AC46861CF","Better Days (Album Version)","TRBBTZW12903CE7495"
"8836","Dickies","SONKOFE12AB0187002","Gigantor","TRBBTUV128F933D382"
"8837","Opals","SOAQRFQ12A8AE46466","Love","TRBBTOM128F42309C2"
"8838","Wayne Watson","SOQZZKI12A67020D38","Freedom (LP Version)","TRBBKTG128E0785461"
"8839","Bad Azz","SOIBHJO12A6D4F7774","How We Get Down","TRBBKTZ128F1456D67"
"8840","The Pharcyde","SOCIACN12AB0189ADC","Storm","TRBBKMZ128F93539F4"
"8841","Workhorse","SOMVRYP12AB0185AFF","Flight of the Elephant","TRBBKIH128F9343FD4"
"8842","Mad Are Sane_ The","SOAVPSK12A58A7ED21","Animal Crimes","TRBBKAI128F4251AEF"
"8843","Crowbar","SOVQEYV12AF72A06B2","No Quarter","TRBBKLD128F424ABF5"
"8844","Olivier Messiaen","SOJUPKT12AAF3B381E","La Nativité Du Seigneur (1935) - 9 Méditations : I La Vierge Et L'enfant","TRBBKAJ128F92D6072"
