"","datasongsmetadata.artist_name","datasongsmetadata$song_id","datasongsmetadata$title"
"8368","Wyclef Jean","SOBMEDP12AB017FBE5","Guantanamera"
"8369","Maximilian Hecker","SOZANDJ12A8C138EAD","Polyester"
"8370","Mance Lipscomb","SOLAPIZ12A58A7E3DB","Ballad Of The Boll Weevil (Remastered Version) (Take 10)"
"8371","Beatnuts with Lil' Donny","SOUCZVQ12A8C131FF0","Spelling Beatnuts with Lil' Donny"
"8372","Hushabye Baby","SONMFRY12AB018A9EC","These Days"
"8373","Small Faces","SOBULMA12A6D4F8EA0","What'Cha Gonna Do About It"
"8374","Oak Ridge Boys","SODORIX12AB01888E1","Unworthy of His Love"
"8375","Les Ogres De Barback","SOMYXOW12AB0186102","De rien"
"8376","AFI","SOEHISP12AB0188417","Darling_ I Want To Destroy You"
"8377","Belphegor","SOYFVFU12A8C13B4BE","Armageddon's Raid"
"8378","Youves","SODGZVL12AB01846EF","On Probation"
"8379","Dionne Warwick","SOVHKAC12AB018C763","Let It Be Me"
"8380","The Distillers","SONNRSI12A8C1388E5","Ask The Angels"
"8381","Grey Area","SOCOVXI12A6D4F856F","All Time Low (Album Version)"
"8382","Tiny Tim","SOSHXUH12AB018BB22","It Took A Good Woman [Edited Demo]"
"8383","Mychael Danna & Jeff Danna","SOENRNI12AB0181427","The Child Deirdre"
"8384","Bad Azz","SOXAVMX12A6D4F7773","Too Many Choices"
"8385","Melt Banana","SOTFJGB12A8C13A1F7","Stick Out"
"8386","Kitaro","SOXXSJF12A8C133F33","Harmony Of The Forest"
"8387","Dan Cummins","SOOVSJA12A58A76FF9","Jiggle Once And Wait (Album Version)"
"8388","Lot Lorien","SOQBGZG12AB0187E33","Byal ravnec"
"8389","Khold","SOLXDWR12A58A79689","Hundre År Gammal"
"8390","Paul Carrack","SOSWEVW12AB018D551","I'm On Your Tail"
"8391","The Impressions","SOQGKIP12AB0186A5D","You'll Never Find"
"8392","Jennifer Lopez","SOKHNJM12AF72A0187","Still"
"8393","Jeff Scott Soto","SOGTNSA12A8C13CCC0","2 Late 4 Goodbyes"
"8394","Beherit","SOOKXRZ12AB01821D4","Sense"
"8395","Sister Hazel","SOOICPO12AB018321A","Vacation Rain (Album)"
"8396","Marc Perrone","SOFBUDC12AB018A096","Locaccmaccam"
"8397","Big Star","SOOAKLZ12A58A7A100","Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]"
"8398","Van Halen","SOEZXGQ12AAA8C65E3","House Of Pain"
"8399","Red Hot Chili Peppers","SOMMJVR12A6D4F98E0","Hard To Concentrate (Album Version)"
"8400","Jody Bernal","SOQLEJT12A6D4F8BFE","Que Si_ Que No"
"8401","Maroon 5","SOKYZSI12AB0183789","She Will Be Loved"
"8402","Matt Redman","SOEXRTB12A8C139A38","Facedown"
"8403","Renee Rosnes","SOZGENP12A6D4F78B7","Senegal Son"
"8404","Go Fish","SOAXVMJ12A8C1352E7","I Believe In You (More Than A Story Album Version)"
"8405","Paul Brown","SOMKTRO12AB017DE4D","Side Steppin'"
"8406","YGGDRASIL","SOXBSTQ12AB018A916","Valkyria"
"8407","Ec8or","SONLJGK12AB01822EA","I'm A Tomorrow"
"8408","Corona","SOBFBEK12AB017FC1B","I Don't Wanna be A Star"
"8409","The Radio Department","SOMQPCE12AF729A73F","I Don't Like It Like This"
"8410","Gary Moore","SOQLHDY12A6D4FA28B","Nothing's The Same (2002 Digital Remaster)"
"8411","Pyranja","SOODBPN12AB018C796","30 Grad"
"8412","2-Gether feat. Sarinah","SOFTXGJ12AB018327C","Feelin` Alone"
"8413","Sade","SONKLLM12AB0188175","Morning Bird"
"8414","Sharon Burch","SOFJQTP12AAFF4441E","Don't Be Afraid (World)"
"8415","Aerosmith","SOZNZIN12A6701E95F","Janie's Got A Gun"
"8416","Mons Leidvin Takle","SOSZYWZ12AB01873FE","Minner"
"8417","The Cat's Miaow","SOPRWGJ12AB018216D","Talking To Trees"
"8418","Simon Harris","SOAIJOW12A8C13C1E4","Sample Track 14"
"8419","STEVE CAMP","SORYAVK12A8C13A10E","Judgement Begins With The House Of God"
"8420","Jacques Douai","SOCUEQK12AB018963A","Bonjour"
"8421","Russ Taff","SOCUVGH12A6D4FA234","Jesus Loves Me (Now More Than Ever)"
"8422","Mighty Mighty Bosstones","SOACZGZ12AB01849DB","Guns And The Young"
"8423","Dallas Holm","SOSZUSE12AB018CEAA","Here We Are"
"8424","Orquesta Aragon","SOMHCGO12AB01810C6","Lo Decidio"
"8425","Julio Iglesias Jr.","SOCXKFS12AB018E309","Me quedo sin ti"
"8426","Cam'Ron","SODOKPG12A8C13B97F","I'm A Chicken Head (Skit)"
"8427","JK","SODZWZP12A8C13AEB6","Go On"
"8428","Harry Connick_ Jr.","SOBHHUS12A58A78589","Once"
"8429","U.K. Subs","SOYQDSU12AC4685BE6","Fear of Girls (Live in Croatia_ 1993)"
"8430","Tina Ann","SOSOPKK12A8C133DC9","Rules of Attraction (Chris Cox)"
"8431","Kyle Eastwood","SOJAQGB12A58A7AA08","How Y' All Doin'"
"8432","Chet Atkins","SOCUCXZ12A8C130EAE","Knucklebuster"
"8433","An Cafe","SOPIHNL12A8C13B28D","Pipopapo Telpathy"
"8434","Urge Overkill","SOUWLPU12A6D4F9814","Crackbabies"
"8435","Roy Roberts","SOIVXLP12A8C139F26","Let's Wrap Up"
"8436","Luis Alberto Spinetta","SOTBODD12A8C13D628","Alfil_ Ella No Cambia Nada"
"8437","Streetwize","SOITAJG12A8C132B26","Little Things"
"8438","Pitch Black","SOBYXQS12A8C13FAF6","Harmonia"
"8439","Leaders Of The New School","SOSUEIX12AB0185021","The End Is Near (LP Version)"
"8440","Esperanza Spalding / Leo Genovese","SONTBYE12AB0182855","Love In Time"
"8441","The Winans","SOXIFNK12AB0186B11","Don't Be Deceived"
"8442","Fernando Ortega","SOBCLQQ12A67020342","Pass Me Not (LP Version)"
"8443","Murphy Lee / Zee","SOXGBGK12A6701FC53","Murphy Lee"
"8444","Niraj Chag","SOQTQWP12AB0185390","Eeshwar"
"8445","themselves","SOLYHYM12AB017D549","Oversleeping"
"8446","Marshall Crenshaw","SOMDOPM12AB0181990","From Now Until Then"
"8447","Chris Rea","SOLDPNN12A6D4F7B46","Josephine"
"8448","ZTrip","SOWJYOK12AC3DFB39F","Addison Faceplant"
"8449","R. Carlos Nakai","SOGYYVP12A8C14495E","Restless Spirits (World)"
"8450","Showbread","SOMWMMJ12A58A7F577","Dinosaur Bones"
"8451","Dee Clark","SOWSLSY12AB018A502","Nobody But Me - Original"
"8452","Fat Joe","SORZYYB12A6D4FA42E","Hard Not 2 Kill (Explicit)"
"8453","Negura Bunget","SOFWCRI12A6D4F7C26","Cunoasterea Tacuta"
"8454","Annie Philippe","SOXIGHC12AB0188CE2","La Blonde de Pékin"
"8455","Busta Rhymes feat. Linkin Park","SOACFRH12A8C13E183","We Made It [Instrumental]"
"8456","Finntroll","SOGNIKB12AB0187D8B","Ett Norrskensdåd"
"8457","Scott Krippayne","SOOXEJR12A8C136C08","I Wanna Sing (Autobiography Album Version)"
"8458","Julien Clerc","SOESVCK12AB0181CCE","Les Tous Petits Details"
"8459","Adam Ant","SOFHVTV12AB01882C3","Manzenera"
"8460","Crazy Horse","SOODBPM12A6D4FAEA1","Downtown (Album Version)"
"8461","Pitch Black","SOUJKWM12AC468ACF6","Lost In Translation"
"8462","Les Ogres De Barback","SOOPMHL12AB0186150","Flute"
"8463","Nickelback","SOTRDVJ12A8C13975E","Savin' Me"
"8464","Danny Barnes","SOBXFRU12AB018597B","Big Girl Blues"
"8465","Tony Matterhorn","SOBGCFL12AB0185ECE","Turn It Around"
"8466","Cassidy featuring Swizz Beatz","SOFEISR12A8C1421FB","I Get My Paper"
"8467","Javier Navarrete","SOQXESP12AB018223C","The New Girl"
"8468","David Jalbert","SONALZR12AC4688B15","North American Ballads: No. 2 - Which Side Are You On?"
"8469","Kix","SOVWDYF12A8C1351FE","Hot Wire [Live Version]"
"8470","Stevie Ray Vaughan And Double Trouble","SOUNWEU12CF5F88ADE","Ain't Gone 'N' Give Up On Love"
"8471","Premiums","SOSTMYP12AB017F0BB","All I Really Want"
"8472","Double Image","SOORRKR12A8C13FF18","Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante"
"8473","All Leather","SOVURUP12AB01842C4","Please Jesus_ Send Me Someone To Fuck"
"8474","Goldfish","SOFACAE12AB01865E9","Tracy"
"8475","Mil featuring Petey Pablo","SOWFVBM12AB0181C3B","Problems"
"8476","Lil' Band O' Gold","SOFDEMJ12A8C13410C","Shirley"
"8477","The Black Crowes","SOTDYKK12AB0184B0B","Roll Old Jeremiah"
"8478","Bow Wow Wow","SOALJHY12A8AE489F3","Love_ Peace and Harmony"
"8479","Shunza","SOPGCGI12A8C139547","Yueh Kuang"
"8480","Alexander O'Neal","SOVTZTF12A8C130A1A","Secret Lovers (Featuring Mica Paris)"
"8481","Free","SOQBFIA12A8C13BAA2","Woman"
"8482","Annie Lennox","SOUEBEX12A8AE47BBC","Little Bird"
"8483","Goose","SOHGHWJ12A6D4F801C","Bring It On"
"8484","Emit","SOXFPIX12AB018381E","Gum"
"8485","Remmy Ongala","SOBCFLR12A58A7985F","Karola"
"8486","Leo Dan","SOEIJSK12AB0183835","Con un poquitito de suerte"
"8487","Opals","SODPUEZ12A8AE4648B","Hop_ Skip & Jump"
"8488","Tree","SOWCBBV12AB0182F0D","Proletariat"
"8489","John Frizzell","SOZFAKK12A6D4F6927","Anatomy of a Contest"
"8490","M.A. Numminen","SOSPCEK12A8C13E372","Suti-suti"
"8491","Leaders Of The New School","SOGVEVK12AB018502B","Zearocks (LP Version)"
"8492","Tin Hat Trio","SOXHSRQ12A8C13C56F","Scrap"
"8493","Claire Elzière","SOVQMDQ12A8C13F034","Il fait déjà (Live)"
"8494","We Five","SODGOWI12A6D4FAF1F","Milkcow Blues (Album Version)"
"8495","Erin O'Donnell","SOETCLM12A6D4F9B3B","You Were The One (Wide Wide World Album Version)"
"8496","SANSHIRO","SOHUCCG12A8C137A17","Le système solaire"
"8497","Serge Desaunay","SOXBLDL12A8C13ADD4","La polka des grenouilles"
"8498","Fast Eddie","SOVOFIU12AF72AD12F","Put On Your Rubbers"
"8499","Black Debbath","SOAIEFA12AC9097225","The Four Big Ones (Essential Authors And Works)"
"8500","Andy & Lucas","SOJDKSW12A8C13CDDA","Quiero Ser Tu Sueño"
"8501","The Twinkle Brothers","SOCWMZG12AAF3B2AE1","I Won't Lie"
"8502","Silverstein","SOOHLUK12A6D4FBB1D","MY HERIONE (Acoustic Version)"
"8503","Lennie Tristano","SOBXDCF12A6701FAFC","Becoming (LP Version)"
"8504","Unwritten Law","SOJPMDU12A8C133C68","Superman"
"8505","John Ottman","SOMAGRE12A6D4F8C60","The People You Care For"
"8506","Bimbo Band","SOAOQQE12AB018C71A","Oh ! Tannenbaum"
"8507","Los Cumbieros Del Sur","SOCSQIW12AB018CD18","El Gatito"
"8508","Eagles Of Death Metal","SOLADTL12AB01815A7","As Nice As I Can Be"
"8509","Papa Wemba","SOGLOTH12AB0185AC8","Abu-Pia"
"8510","The Even Dozen Jug Band","SONAFPO12AB018F219","The Original Colossal Drag Rag"
"8511","Gloria Lasso","SOWRCJX12A8C139161","Magali"
"8512","Starski and Clutch","SOBFXXF12AB0182007","East to West"
"8513","Wanda De Sah","SOSATLS12A6D4F71F0","So Danco Samba (Jazz 'N' Samba) (1997 Digital Remaster)"
"8514","Tanya Chua","SOHWVDQ12A6701F7F9","Piracy"
"8515","Radiohead","SODQZAW12AB0184A51","You Never Wash Up After Yourself (Live)"
"8516","The Steeles","SOMANLY12A8C13AE56","The Story Goes On"
"8517","Britney Spears","SOLSJHM12A8C139B46","Can't Make You Love Me"
"8518","Iggy Pop","SOTPQIM12A6D4F91BC","Main Street Eyes"
"8519","Billie Jo Spears","SODIAHF12A6D4F809C","Misty Blue"
"8520","Static-X","SONELOT12A6701F519","Night Terrors (Album Version)"
"8521","David Summers","SOJEDHO12A8C13DB77","Tu Mejor Amigo"
"8522","George Hamilton IV","SOMAVYY12A58A7F8F2","Medley: Safe To The Rock / Hiding In Thee"
"8523","Banda La Bocana","SORJBYM12A8AE45A3C","Vida De Mi Vida"
"8524","Eddie Boyd","SOUGCKR12A8C14402B","I got A Woman"
"8525","The Antlers","SOZCYOO12AB017D77B","The Carrying Arms"
"8526","Heaven 17","SOLXLSJ12A8BEE956A","We Blame Love"
"8527","RUN-DMC","SODMJWA12A8C13BA03","Jam-Master Jammin'"
"8528","Justin Timberlake","SOOHWCX12A8AE48B59","Love Don't Love Me (Justin Timberlake) (Amended Version)"
"8529","Tony Joe White","SOCFLRO12A6D4FA981","Yo Yo Man (Garter Belt)"
"8530","Telecast","SOZQTSL12A6D4FB5F6","Remember (The Beauty Of Simplicity Album Version)"
"8531","Owl City","SOAJLWB12CF5828932","On The Wing"
"8532","Michael Salgado","SOHKRGU12A8C13F45E","Un Gran Vacio"
"8533","Cedric Gervais feat. Second Sun","SONKAVH12AB017D040","Pills (Dub) (Dub)"
"8534","Screaming Lord Sutch","SOQEATT12A6D4F56DD","Murder In The Graveyard"
"8535","Keb' Mo'","SOYULQG12AF729C1AB","The Door"
"8536","Cornel Campbell","SOSJYYD12A8AE480DC","Somebody Has Stolen My Girl"
"8537","Alex Ubago","SOBEBCP12AB0182AEE","Ciudad desierta"
"8538","Brooke White","SOUEYVF12A58A7B70F","Hold Up My Heart"
"8539","Miguel Migs","SOLBXEE12A8AE45EC4","Mesmerized"
"8540","Tina Ann","SOZBNUO12A8C133D8A","I Do (Chris The Greek Remix)"
"8541","Brazilian Tropical Orchestra","SOYZYHE12A8C13E21F","Ho Capito Che Ti Amo"
"8542","Bravehearts featuring Nas and Jully Black","SOMEAHO12A8C135B5B","Situations"
"8543","themselves","SONFVVI12A8C133210","Directions to my special place"
"8544","The Jeff Healey Band","SOWJCOU12A8C1374EA","See The Light"
"8545","The Ocean","SOXTKVD12AB01887E0","Eoarchaean"
"8546","Arthur Tracy","SOMTLNK12A58A7A62B","A Sailboat In The Moonlight"
"8547","Rockabye Baby!","SOEJVCS12A8AE483B7","Desire"
"8548","Alceu Valença","SOKKODJ12A58A7B73D","Cintura Fina"
"8549","Mudhoney","SOBJICW12A8C130EE8","New Meaning"
"8550","Quinteto Violado","SOXHYEH12AB0187FF4","Cadê O Meu Amor"
"8551","Ned Nash Orchestra","SOWBZMU12A8C13754C","Hang 'm High"
"8552","Roj","SOLURBR12AC9075364","Clear Channels"
"8553","Jane's Addiction","SOXRBZT12AB0180256","Ocean Size [Demo]"
"8554","Casual","SOAPMKZ12A58A764B7","Turkey And Dressin"
"8555","Winifred Phillips","SOXVWRD12AB018145B","Misty Bog"
"8556","Peggy Zina","SOBRRKW12A8C13AE98","Tis Monaxias Ta Monopatia"
"8557","Joy Enriquez","SOJDKVC12A8C13927A","Between You And Me"
"8558","Julio Iglesias Jr","SOYVFXD12A8C13A9A3","Angel"
"8559","The Stems","SOUWIOA12A6D4FC245","Sad Girl (Single Mix)"
"8560","La Portuaria","SOIMREK12A58A792CD","10000 Km"
"8561","Gus Viseur","SOGWEYN12A8C137359","Gracieusette"
"8562","Nicole Mullen","SOUCZLL12A58A819B7","The Christmas Song  (LP Version)"
"8563","Malefaction","SOEIDNI12AC9075005","Ongoing Plague"
"8564","Big One","SOIENMA12A6D4F9E0F","Comfortubly Numb"
"8565","James Newton Howard","SOAGFDS12A6D4FBDB3","Phillippe"
"8566","Sonora Carruseles","SOQQITZ12A8C133825","La Chola Caderona"
"8567","Terry Riley","SOVKAWI12A58A79B9D","Peace Dance"
"8568","Hank Locklin","SOKDVOP12A8C13A3DD","Why Baby Why"
"8569","J. Karjalainen & Mustat Lasit","SOCPUHV12A81C1FDC8","Adios_ Amigos! (2003 Digital Remaster)"
"8570","The Rambos","SOCAEQY12AB0189EED","I Go to the Rock"
"8571","Emile Vacher","SOZPOZE12AB0184DF0","Plaisance-Fox"
"8572","The Roches","SODYKTT12A58A7BB18","We Three Kings"
"8573","Bukka White","SOQYHDK12AB0186B01","Sleepy Man Blues"
"8574","Lennie Tristano","SOUDFLE12A58A7A140","It's Personal"
"8575","My Chemical Romance","SOIVRCS12A6D4FDA2C","The End. [Live In Mexico]"
"8576","Orquesta America","SORGBTR12A8C1396FA","Boda de Oro"
"8577","Russ Morgan","SOEDOSC12AC960A037","The Moon Was Yellow"
"8578","The Golden Age Orchestra_ Paul Summer ","SOMNOPZ12A81C23100","Over the Rainbow"
"8579","Britney Spears","SOMTXSB12AF72ACC38","Oops!...I Did It Again"
"8580","Sleepy John Estes","SOECRUG12A8C134478","Lawyer Clark Blues"
"8581","Paul Taylor","SOXPUDC12AAF3B507C","Enchanted Garden"
"8582","Kane","SOIPLDI12A8C13A17C","Damn those eyes"
"8583","Gene Autry","SOLIBLI12AB0180FBB","Half As Much"
"8584","R.E.M.","SOZDJWF12A6D4F9682","Final Straw (Album Version)"
"8585","Slipknot","SOCTHDP12A8AE47A14","Skin Ticket (Live version) (Album Version)"
"8586","Nickelback","SOWFUUS12AB01800E7","If Today Was Your Last Day (Album Version)"
"8587","Irtio","SOZNYQY12AB017DB76","Outubro"
"8588","Groupa","SOROXBU12A8C13F3D6","Bliv Du Till Gran (If You Became A Spruce)"
"8589","Josh White","SOISQVL12AB0181716","Jesus Is Gonna Make Up My Dying Bed"
"8590","Kathy Troccoli","SOMFZIF12AB0182B90","You've Got A Friend"
"8591","Bill Cosby","SOSVNTG12A6D4FA27F","Fat Albert's Car"
"8592","Nightfall","SOGUGOR12A8C1316DF","So(u)l Invictus"
"8593","The Avengers","SOZOVFN12A8C13DEDD","Leskiäidin tyttäret"
"8594","Spunk","SONVZQU12AC95F03F5","Marbles"
"8595","Kathy Troccoli","SOKPBZM12AB0182F28","Turn Your Eyes Upon Jesus"
"8596","Ann Hampton Callaway","SOHUMHC12A81C2318E","For All We Know"
"8597","Gaither Vocal Band","SOEYHXW12A8C13C677","Knowing You'll Be There"
"8598","Mariachi Silvestre Vargas","SOOWRBQ12AB0189096","Cielito lindo"
"8599","Bill Engvall","SOATRRA12AC468DDE7","Game Night (Album Version)"
"8600","Gösta Ekman / Tage Danielsson","SOTOGJK12AB0182831","Har vi råd att i dagens läge ha kvar våra vänner i socialgrupp 3?"
"8601","Bad Company","SOQURNS12AB018E7E4","Rock Steady"
"8602","Hoods","SOSINEG12A58A7D528","Heartless"
"8603","Streetwize","SOVTIJE12AB017F8D9","U Don't Have To Call"
"8604","Bingo Players","SOIPZVD12AB0186501","Get Up (Diplo Mix)"
"8605","The Shirelles","SOEYALK12A8C143123","Foolish Little Girl"
"8606","The Winans","SOVGYIW12AB018186F","Breaking Of Day (Album Version)"
"8607","Kathy Mattea","SOPMXHY12A6D4F7DBC","Isle Of Inishmore - Part 1 (Air)"
"8608","Jack Johnson","SONJNMA12A6701DFDE","Inaudible Melodies"
"8609","Catupecu Machu","SOOTJIQ12A8C1368B9","A Veces Vuelvo"
"8610","Leon Lai","SOOYMFA12AB017E3C1","Yi Ba Xiang Shui Yin"
"8611","Dee Clark","SOCLHLD12A6701E65B","Leroy Bown"
"8612","Chico Hamilton Quintet","SOLFCRY12A8C13F38F","Skinned Strings"
"8613","Jackie Wilson","SOUKHSU12AB0185CB0","It's So Fine"
"8614","Jane's Addiction","SOWCTVQ12A8C134C64","True Nature"
"8615","Mark Lowry","SOKEHTJ12A8C13DFB0","Blessed Assurance (I Love To Tell The Story Album Version)"
"8616","Every Time I Die","SOAUQNX12AB017B7CF","Your Touch Versus Death"
"8617","Klimperei","SOXVIYL12A8C144517","Danser seule 2"
"8618","Save As","SOTGKDD12AC9072C18","House Music"
"8619","Vodka Collins","SODIJTB12A8C138FB2","Foreign Prince Of Tokyo"
"8620","King Tee","SOPRTNI12AC4688294","King Tee Production"
"8621","Edmundo Ros","SOAWNUW12AC46877F8","The Bull Frog"
"8622","Solistiyhtye Suomi","SOXXNBB12A8C13C633","Rumpu lyö"
"8623","William Orbit","SOWNKOB12A6310E331","Deus Ex Machina"
"8624","The Killers","SORGIYZ12AAF3B3528","A White Demon Love Song (Soundtrack Album Version)"
"8625","Berrogüetto","SOCPUJD12AC468AD40","Lusco"
"8626","Tony Joe White","SOPUCKL12A6D4FB5A6","The Coloness Of The Chain"
"8627","Marilyn Horne","SOPZACG12A6D4F9271","Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]"
"8628","Marisela","SOTNLYM12AB0181695","La Otra"
"8629","Hysterie","SOQMALF12AAF3B4144","Be my Lover"
"8630","The Doors","SOJTAWE12A6D4F8EAC","The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version)"
"8631","Phantom Planet","SOWLJJD12AF729D3F5","Here I Am"
"8632","Set Your Goals","SOKPTHW12AB018AB51","This Very Moment"
"8633","Eiffel 65","SODDBHT12AB0186B6E","Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix]"
"8634","Jaco & Mixxmaster","SOLXIWW12AC468805A","Feeling"
"8635","Jimmy McCracklin","SOERGHR12AAF3B2A52","Gotta Cut Out"
"8636","Soulwax","SOHKLFL12A6D4FA150","Kill Your Darlings"
"8637","Richie Ray & Bobby Cruz","SOISBPM12A8C132C8E","Bomba Camara"
"8638","Los Auténticos Decadentes","SOMYFOE12AB0183244","El Chorro"
"8639","FFH","SOTZUHM12A58A7E054","Here I Am"
"8640","John Mellencamp","SOTPQTD12A58A7E19B","Down And Out In Paradise"
"8641","Hadag Nahash","SOTBZNC12A8C13FC85","Chalifot (Suits) (Live) (ft. Lioara Itzchak)"
"8642","New Direction","SOTGNAJ12A58A7F3FE","Who Do You Roll With?  (LP Version)"
"8643","Bob Willis","SOTJMAA12AB01862F2","Sugar Blues"
"8644","Paris_ Texas","SOWFMJA12AB01837B6","Hip Replacement"
"8645","Gene Pitney","SOVPVKY12A6D4F6F86","Every Breath I Take"
"8646","Dynamite Deluxe","SOCQGCO12A8C13D2E4","Zornig!"
"8647","Alex Ubago","SOAEHZK12AB0182ADF","20 horas de nada"
"8648","Cassius Clay","SOGRCIP12A8C1347C0","Round 7:  2138"
"8649","Eric Burdon","SOBMGUW12A8AE4726A","Cum"
"8650","Jacky Cheung","SOOTLIP12A6D4F95BC","Zhui Zhong"
"8651","James Horner","SOJMRUS12A8C13693A","Rescue And Breakout"
"8652","Månegarm","SODEAZT12A8C135EA2","Ur Själslig Död"
"8653","Mannheim Steamroller","SODVVZT12CF58273DB","The Christmas Song"
"8654","April Wine","SOPKWZP12A6D4F7DAF","Babes In Arms"
"8655","Lacy J. Dalton","SOCHJTF12AB01829CE","Silver Bells"
"8656","Jean Corti","SOJWBVN12AB01868AA","Madeleine (feat. Thomas Fersen)"
"8657","Mariah Carey","SOYTUNS12A8C134C16","Honey"
"8658","Arctique","SOQFKZW12AB0181847","Kyana"
"8659","Dax Riggs","SOXVFFI12AF72A1065","Didn't Know Yet What I'd Know When I Was Bleedin'"
"8660","The Ronettes","SOSAQJU12AC90755D2","Born To Be Together"
"8661","My Little Airport","SOFFUHF12AC4689476","Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?"
"8662","Josélito","SOYWNEA12AB018826D","Soleil rouge"
"8663","DeGarmo & Key","SOGMSIS12A58A7C45D","Jericho  (Straight On Album Version)"
"8664","Rick Astley","SOFFOFH12A8AE45129","Hopelessly"
"8665","Robben Ford","SOCKRKE12AB018DD02","Talk To Your Daughter (Album Version)"
"8666","The James Taylor Quartet","SOTGNGT12A8C142826","Creation"
"8667","Porno For Pyros","SOLKCWP12AB01890A4","100 Ways ( LP Version )"
"8668","Curtis Mayfield","SOSTESB12A6D4F9A66","You Better Stop"
"8669","Oscar Peterson Trio","SOZVMQJ12AB018D482","I Got Rhythm"
"8670","Tam Tam Go!","SOKJUPL12A6D4F8383","Atrapados En La Red"
"8671","Amorphis","SONUOCM12A8C141FF0","The Lost Name of God"
"8672","Alfredo Kraus","SOQKTJJ12AB0181488","Los De Aragón: ""Los De Aragón"
"8673","Maroon 5","SOCSLKG12A6D4F5954","Through With You"
"8674","Mike And The Mechanics","SOSAOWI12A6D4F7119","Seeing Is Believing"
"8675","David Zinman","SOXGMCO12A8C139D60","Des Helden Widersacher"
"8676","Salt-N-Pepa","SOWPAXV12A67ADA046","Push It"
"8677","Michael Whalen","SOOSHTY12AAF3B3082","A World In Fast Forward"
"8678","Zeromancer","SORGUQZ12AB0184B31","V"
"8679","The Flesh","SOGWIQS12A8C1339B1","Sweet Defeat"
"8680","Captain Beefheart & The Magic Band","SOLEPCJ12A6D4F7404","On Tomorrow"
"8681","The Tarriers","SOYFDOO12A8C133DA2","Red Apple Juice (LP Version)"
"8682","Thomas Dolby","SOSLVUL12AB017F892","Marseille (Live On Tour_ 1984)"
"8683","Atomic Rooster","SOFUUNS12AB018A286","Little Bit of Inner Air"
"8684","Bülent Ceylan","SOVSPXE12AB0185D78","Bülent & Mompfreed: Mompfreedonium"
"8685","The Four Pennies","SOSGKSM12A6D4F5626","Sweeter Than You"
"8686","Edmond Leung","SOFXGUN12A8C13B449","Yi Xiao Shi Chong Yin"
"8687","Steve Erquiaga","SOALDFI12A8C13A3A8","The 23rd Psalm"
"8688","Junior Reid","SOJODCY12A58A7CE98","No Loafting"
"8689","New York Dolls","SOCJPAI12AB0185DB1","Trash (live Paris)"
"8690","Carmen Y Laura","SOWPJKA12A58A7D131","Paloma Consentida"
"8691","Hoodfellas","SOXNASC12AB01874DF","If you Seek Amy"
"8692","The Shirrows","SOGHKOU12AB018C776","Leave Me Be"
"8693","Jacques Dutronc","SOBLUYN12A8AE48167","L'Aventurier"
"8694","Mighty Joe Young","SOAEBUV12A8C1335DB","Wishy Washy Woman"
"8695","Jackie Edwards","SOIXICA12A58A7A9A5","Ali Baba"
"8696","Screamin' Jay Hawkins","SOVVAVA12AF72A9926","Talk About Me"
"8697","Charlie Khan","SOZDKSD12AB018A0AC","Cheshire Grin"
"8698","Professor Longhair","SOBPMLZ12AB01819E3","Hey Little Girl (1949)"
"8699","Phil Collins","SOBPTED12A6D4F99C7","You Can't Hurry Love (Live)"
"8700","The Baltimore Consort","SOWCJPI12AAF3B229C","Howells Delight"
"8701","Nestor Torres","SOLDLRC12AC907269F","This Side Of Paradise"
"8702","Black Flag","SOOFHUH12A8C1340A5","Out Of This World"
"8703","Jim Reeves","SOWVTAJ12A8C13C6D5","Jingle Bells"
"8704","Henri Rene And His Orchestra","SOTSKKZ12A6D4F71C4","Petite Fleur (Instrumental) (1996 Digital Remaster)"
"8705","Disco D feat. Lola Damone & Helluva","SOPYMLY12AC3DF67AE","Keys To The Whip (Straight Pimpin' Mix)"
"8706","Lyrics Born","SOYJHEW12A8C133A40","I Changed My Mind (DJ Spinna Remix)"
"8707","John Sebastian","SONPLJV12AB0182571","One Step Forward_ Two Steps Back"
"8708","U2","SOIKNYT12A8C134A20","40"
"8709","Willie Barcena","SODGNNL12A8C13D3E3","Love & Romance"
"8710","Yuppie Pricks","SOSDKWG12AB0189E31","Prosperity In The U.S.A."
"8711","X-ecutioners featuring M.O.P.","SOVLJVC12AB01809F8","Let It Bang"
"8712","Bloomfield","SOFQOAR12AC4688316","Boulevard St. Germain"
"8713","Hevia","SOLZCZD12A8C13833B","Baños De Budapest (Extended Remix)"
"8714","Ayo","SONTKHG12A81C22D4C","Only You"
"8715","Hacken Lee","SOCYZXX12AB0183835","Hun Qian De Nu Ren"
"8716","Tones On Tail","SOQSVRE12A8C13A31C","Burning Skies"
"8717","The Jordanaires","SOXUVQH12AAF3B388C","Your Love Takes Good Care Of Me"
"8718","Dictafone","SOCKTEZ12A8C14553D","Shrinking"
